Name,SMILES_x,DDPD-ID,Drug-Name,Molecular-Weight,Molecular-Formula,data_source
quinupristin,[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)[C@]([H])(CS[C@@H]3CN4CCC3CC4)CN1C(=O)[C@H](CC1=CC=C(C=C1)N(C)C)N(C)C2=O)C1=CC=CC=C1,DDPD01369,Quinupristin,1022.23,C53H67N9O10S,original
rabeprazole,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,DDPD01129,Rabeprazole,359.443,C18H21N3O3S,original
racemethionine,CSCCC(N)C(O)=O,,,149.21,C5H11NO2S,PubChem
racephedrine,CN[C@H](C)[C@@H](O)C1=CC=CC=C1,,,165.23,C10H15NO,PubChem
radium ra 223 dichloride,[Cl-].[Cl-].[223Ra++],DDPD08913,Radium Ra 223 dichloride,293.924,Cl2Ra,original
raloxifene,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,DDPD00481,Raloxifene,473.583,C28H27NO4S,original
raltegravir,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,DDPD06817,Raltegravir,444.4163,C20H21FN6O5,original
raltitrexed,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,DDPD00293,Raltitrexed,458.488,C21H22N4O6S,original
ramelteon,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,DDPD00980,Ramelteon,259.3434,C16H21NO2,original
ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,DDPD00178,Ramipril,416.5106,C23H32N2O5,original
ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,DDPD00863,Ranitidine,314.4,C13H22N4O3S,original
ranolazine,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,DDPD00243,Ranolazine,427.5365,C24H33N3O4,original
rapacuronium,[H][C@@]12C[C@@H]([C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1,DDPD04834,Rapacuronium,597.904,C37H61N2O4,original
rasagiline,C#CCN[C@@H]1CCC2=CC=CC=C12,DDPD01367,Rasagiline,171.2383,C12H13N,original
rebamipide,OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C1=CC=C(Cl)C=C1,,,370.8,C19H15ClN2O4,PubChem
reboxetine,[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,DDPD00234,Reboxetine,313.397,C19H23NO3,original
regadenoson,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,DDPD06213,Regadenoson,390.354,C15H18N8O5,original
regorafenib,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,DDPD08896,Regorafenib,482.815,C21H15ClF4N4O3,original
relebactam,OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NC2CCNCC2)C1=O,DDPD12377,Relebactam,348.37,C12H20N4O6S,original
relugolix,CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1,,,623.6,C29H27F2N7O5S,PubChem
remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1,DDPD14761,Remdesivir,602.585,C27H35N6O8P,original
remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,DDPD00899,Remifentanil,376.4467,C20H28N2O5,original
remimazolam,COC(=O)CC[C@@H]1N=C(C2=CC=CC=N2)C2=CC(Br)=CC=C2N2C(C)=CN=C12,DDPD12404,Remimazolam,439.313,C21H19BrN4O2,original
remoxipride,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,DDPD00409,Remoxipride,371.269,C16H23BrN2O3,original
repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,DDPD00912,Repaglinide,452.5857,C27H36N2O4,original
rescinnamine,[H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,DDPD01180,Rescinnamine,634.716,C35H42N2O9,original
reserpine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,DDPD00206,Reserpine,608.6787,C33H40N2O9,original
resorcinol,OC1=CC(O)=CC=C1,DDPD11085,Resorcinol,110.1106,C6H6O2,original
resorcinol monoacetate,CC(=O)OC1=CC(O)=CC=C1,,,152.15,C8H8O3,PubChem
retapamulin,[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@H]1C[C@@H]2CC[C@H](C1)N2C,DDPD01256,Retapamulin,517.763,C30H47NO4S,original
revefenacin,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1,DDPD11855,Revefenacin,597.76,C35H43N5O4,original
ribavirin,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DDPD00811,Ribavirin,244.2047,C8H12N4O5,original
ribociclib,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1,DDPD11730,Ribociclib,434.548,C23H30N8O,original
riboflavin,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,DDPD00140,Riboflavin,376.3639,C17H20N4O6,original
ribostamycin,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O,DDPD03615,Ribostamycin,454.4727,C17H34N4O10,original
rifabutin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,DDPD00615,Rifabutin,847.0047,C46H62N4O11,original
rifampicin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,DDPD01045,Rifampicin,822.9402,C43H58N4O12,original
rifamycin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C(O)C4=C3C2=O,DDPD11753,Rifamycin,697.778,C37H47NO12,original
rifapentine,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O,DDPD01201,Rifapentine,877.0307,C47H64N4O12,original
rifaximin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O,DDPD01220,Rifaximin,785.8785,C43H51N3O11,original
rilmenidine,C1CC1C(NC1=NCCO1)C1CC1,DDPD11738,Rilmenidine,180.251,C10H16N2O,original
rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,DDPD08864,Rilpivirine,366.4185,C22H18N6,original
riluzole,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,DDPD00740,Riluzole,234.198,C8H5F3N2OS,original
rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2,DDPD00478,Rimantadine,179.3018,C12H21N,original
rimegepant,N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C(=O)NC3=NC=CC=C23)C2=C1C=CC=N2)C1=C(F)C(F)=CC=C1,DDPD12457,Rimegepant,534.568,C28H28F2N6O3,original
rimexolone,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD00896,Rimexolone,370.533,C24H34O3,original
rimonabant,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,DDPD06155,Rimonabant,463.787,C22H21Cl3N4O,original
riociguat,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,DDPD08931,Riociguat,422.4157,C20H19FN8O2,original
ripretinib,CCN1C(=O)C(=CC2=C1C=C(NC)N=C2)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1,DDPD14840,Ripretinib,510.367,C24H21BrFN5O2,original
risdiplam,CC1=CN2N=C(C=C(C)C2=N1)C1=CC(=O)N2C=C(C=CC2=N1)N1CCNC2(CC2)C1,DDPD15305,Risdiplam,401.474,C22H23N7O,original
risedronic acid,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,DDPD00884,Risedronic acid,283.1123,C7H11NO7P2,original
risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,DDPD00734,Risperidone,410.4845,C23H27FN4O2,original
ritiometan,OC(=O)CSC(SCC(O)=O)SCC(O)=O,,,286.4,C7H10O6S3,PubChem
ritodrine,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1,DDPD00867,Ritodrine,287.3535,C17H21NO3,original
ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,DDPD00503,Ritonavir,720.944,C37H48N6O5S2,original
rivaroxaban,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,DDPD06228,Rivaroxaban,435.881,C19H18ClN3O5S,original
rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,DDPD00989,Rivastigmine,250.3367,C14H22N2O2,original
rizatriptan,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,DDPD00953,Rizatriptan,269.3449,C15H19N5,original
rocuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,DDPD00728,Rocuronium,529.7742,C32H53N2O4,original
rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,DDPD00533,Rofecoxib,314.356,C17H14O4S,original
roflumilast,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,DDPD01656,Roflumilast,403.207,C17H14Cl2F2N2O3,original
rolapitant,C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)C1=CC=CC=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,DDPD09291,Rolapitant,500.485,C25H26F6N2O2,original
rolitetracycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C,DDPD01301,Rolitetracycline,527.5662,C27H33N3O8,original
romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,DDPD06176,Romidepsin,540.69,C24H36N4O6S2,original
ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,DDPD00268,Ropinirole,260.3746,C16H24N2O,original
ropivacaine,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,DDPD00296,Ropivacaine,274.4011,C17H26N2O,original
rose bengal,OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12,DDPD11182,Rose bengal,973.673,C20H4Cl4I4O5,original
rose bengal i-131,OC(=O)C1=C(C(Cl)=C(Cl)C(Cl)=C1Cl)C1=C2C=C([131I])C(=O)C([131I])=C2OC2=C([131I])C(O)=C([131I])C=C12,DDPD11182,Rose bengal,973.673,C20H4Cl4I4O5,original
rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,DDPD00412,Rosiglitazone,357.427,C18H19N3O3S,original
rosoxacin,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,DDPD00817,Rosoxacin,294.3047,C17H14N2O3,original
rosuvastatin,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,DDPD01098,Rosuvastatin,481.538,C22H28FN3O6S,original
rotigotine,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,DDPD05271,Rotigotine,315.48,C19H25NOS,original
roxadustat,CC1=NC(C(=O)NCC(O)=O)=C(O)C2=C1C=C(OC1=CC=CC=C1)C=C2,,,352.3,C19H16N2O5,PubChem
roxithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,DDPD00778,Roxithromycin,837.0465,C41H76N2O15,original
rubidium,[Rb],,,85.468,Rb,PubChem
rubidium rb-82,[82Rb+],DDPD09479,Rubidium Rb-82,81.9177,Rb,original
rucaparib,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,DDPD12332,Rucaparib,323.371,C19H18FN3O,original
rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,DDPD06201,Rufinamide,238.1935,C10H8F2N4O,original
rupatadine,CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1,DDPD11614,Rupatadine,415.97,C26H26ClN3,original
rutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,DDPD01698,Rutin,610.5175,C27H30O16,original
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DDPD08877,Ruxolitinib,306.365,C17H18N6,original
sacubitril,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O,DDPD09292,Sacubitril,411.498,C24H29NO5,original
safinamide,C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O,DDPD06654,Safinamide,302.349,C17H19FN2O2,original
salbutamol,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,DDPD01001,Salbutamol,239.3107,C13H21NO3,original
salicylamide,NC(=O)C1=CC=CC=C1O,DDPD08797,Salicylamide,137.136,C7H7NO2,original
salicylic acid,OC(=O)C1=CC=CC=C1O,DDPD00936,Salicylic acid,138.122,C7H6O3,original
salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,DDPD00938,Salmeterol,415.5656,C25H37NO4,original
salsalate,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,DDPD01399,Salsalate,258.2262,C14H10O5,original
samarium (153sm) lexidronam,[153Sm+3].OP(O)(=O)CN(CCN(CP(O)([O-])=O)CP(O)([O-])=O)CP(O)([O-])=O,,,586.02,C6H17N2O12P4Sm,PubChem
samidorphan,NC(=O)C1=CC=C2C[C@H]3N(CC4CC4)CC[C@@]4(CC(=O)CC[C@@]34O)C2=C1O,,,370.4,C21H26N2O4,PubChem
sapropterin,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,DDPD00360,Sapropterin,241.2471,C9H15N5O3,original
saquinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,DDPD01232,Saquinavir,670.8408,C38H50N6O5,original
sarecycline,[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,DDPD12035,Sarecycline,487.509,C24H29N3O8,original
saxagliptin,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,DDPD06335,Saxagliptin,315.41,C18H25N3O2,original
scopolamine,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,DDPD00747,Scopolamine,303.3529,C17H21NO4,original
secnidazole,CC(O)CN1C(C)=NC=C1N(=O)=O,DDPD12834,Secnidazole,185.183,C7H11N3O3,original
secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,DDPD00418,Secobarbital,238.2829,C12H18N2O3,original
segesterone acetate,[H][C@@]12CC(=C)[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],DDPD14583,Segesterone acetate,370.489,C23H30O4,original
selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C,DDPD01037,Selegiline,187.286,C13H17N,original
selenic acid,O[Se](O)(=O)=O,DDPD11068,Selenic acid,144.97,H2O4Se,original
selenious acid,O[Se](O)=O,DDPD11127,Selenious acid,128.97,H2O3Se,original
selenium,[Se],DDPD11135,Selenium,78.96,Se,original
selenium sulfide,S=[Se]=S,DDPD00971,Selenium Sulfide,143.09,S2Se,original
selenomethionine,C[Se]CC[C@H](N)C(O)=O,,,196.12,C5H11NO2Se,PubChem
selenomethionine se-75,C[75Se]CC[C@H](N)C(O)=O,,,192.07,C5H11NO2Se,PubChem
selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,DDPD11362,Selexipag,496.63,C26H32N4O4S,original
selinexor,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F,DDPD11942,Selinexor,443.313,C17H11F6N7O,original
selpercatinib,COC1=NC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1,DDPD15685,Selpercatinib,525.613,C29H31N7O3,original
selumetinib,CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO,DDPD11689,Selumetinib,457.68,C17H15BrClFN4O3,original
semaglutide,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC(O)=O)C(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O,DDPD13928,Semaglutide,4113.641,C187H291N45O59,original
serdexmethylphenidate,[H][C@@]1(CCCCN1C(=O)OC[N+]1=CC=CC(=C1)C(=O)N[C@@H](CO)C([O-])=O)[C@H](C(=O)OC)C1=CC=CC=C1,,,499.5,C25H29N3O8,PubChem
sertaconazole,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl,DDPD01153,Sertaconazole,437.77,C20H15Cl3N2OS,original
sertindole,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,DDPD06144,Sertindole,440.941,C24H26ClFN4O,original
sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,DDPD01104,Sertraline,306.23,C17H17Cl2N,original
setmelanotide,[H]N([H])C(=O)[C@@H]1CSSC[C@H](N([H])C(=O)[C@H](CCCN=C(N([H])[H])N([H])[H])N([H])C(C)=O)C(=O)N[C@H](C)C(=O)N[C@@H](CC2=CN=CN2[H])C(=O)N[C@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC2=CN([H])C3=CC=CC=C23)C(=O)N1,,,1117.3,C49H68N18O9S2,PubChem
sevelamer,NCC=C.ClCC1CO1,DDPD00658,Sevelamer,149.619,C6H12ClNO,original
sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,DDPD01236,Sevoflurane,200.0548,C4H3F7O,original
sibutramine,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,DDPD01105,Sibutramine,279.848,C17H26ClN,original
silanol,O[SiH3],,,48.116,H4OSi,PubChem
sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,DDPD00203,Sildenafil,474.576,C22H30N6O4S,original
silicon,[Si],DDPD12982,Silicon,28.085,Si,original
silicon dioxide,O=[Si]=O,DDPD11132,Silicon dioxide,60.0843,O2Si,original
silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,DDPD06207,Silodosin,495.5345,C25H32F3N3O4,original
silodrate,O.[O--].[O--].[Mg++].[Mg++].[Al+3].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O,,,380.84,Al2H2Mg2O12Si3,PubChem
silver,[Ag],DDPD12965,Silver,107.8682,Ag,original
silver nitrate,[Ag+].[O-]N(=O)=O,,,169.873,AgNO3,PubChem
silver sulfadiazine,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1,DDPD05245,Silver sulfadiazine,357.137,C10H9AgN4O2S,original
simeprevir,[H][C@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C1C=CC(OC)=C2C)C1=NC(=CS1)C(C)C)C(=O)NS(=O)(=O)C1CC1,DDPD06290,Simeprevir,749.939,C38H47N5O7S2,original
simethicone,O=[Si]=O.CO[Si](C)(C)O[Si](C)(C)C,DDPD09512,Simethicone,238.461,C6H18O4Si3,original
simvastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,DDPD00641,Simvastatin,418.5662,C25H38O5,original
sinapultide,CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(O)=O,,,2469.4,C126H238N26O22,PubChem
sincalide,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,,,1143.3,C49H62N10O16S3,PubChem
siponimod,CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,DDPD12371,Siponimod,516.605,C29H35F3N2O3,original
